[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.11ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.23ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Copying resources/week-3/datasets/listings.csv to /resources/week-3/datasets
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.17ms referer=https://dpkjiaol.labs.coursera.org/edit/resources/week-3/datasets/listings-Copy1.csv
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.08ms referer=https://dpkjiaol.labs.coursera.org/edit/resources/week-3/datasets/listings-Copy1.csv
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Starting buffering for e6f88cb0-97a9-4751-ad49-95d5c10044ed:f3fc3250c88a40c087477170d381a73e
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.07ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Creating new notebook in /Week 3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.02ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Untitled.ipynb?kernel_name=python3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.21ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Untitled.ipynb?kernel_name=python3
[NotebookApp | INFO] Kernel started: 82391101-fa2d-42bd-b639-2df3a0aea088
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 82391101-fa2d-42bd-b639-2df3a0aea088) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 3/Untitled.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | INFO] Starting buffering for 82391101-fa2d-42bd-b639-2df3a0aea088:c18a0d52724347ff81bc6362afaaa074
[NotebookApp | CRITICAL] received signal 15, stopping
[NotebookApp | INFO] Shutting down 3 kernels
[NotebookApp | INFO] Kernel shutdown: 2b7d4fe9-c4c0-4081-956b-b42850477746
[NotebookApp | INFO] Kernel shutdown: e6f88cb0-97a9-4751-ad49-95d5c10044ed
[NotebookApp | INFO] Kernel shutdown: 82391101-fa2d-42bd-b639-2df3a0aea088
[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[NotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/work
[NotebookApp | INFO] The Jupyter Notebook is running at:
[NotebookApp | INFO] http://7138fe6c9dd2:8888/
[NotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[NotebookApp | INFO] 302 GET / (10.0.0.24) 0.59ms
[NotebookApp | ERROR] Could not open static file ''
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 5.96ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Scales.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.52ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Scales.ipynb
[NotebookApp | INFO] Writing notebook-signing key to /home/jovyan/.local/share/jupyter/notebook_secret
[NotebookApp | WARNING] Notebook Week 3/Scales.ipynb is not trusted
[NotebookApp | INFO] Kernel started: ee25bc48-8914-4a88-8501-dc7092ce8456
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel ee25bc48-8914-4a88-8501-dc7092ce8456) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | WARNING] Notebook Week 3/Scales.ipynb is not trusted
[NotebookApp | CRITICAL] received signal 15, stopping
[NotebookApp | INFO] Shutting down 1 kernel
[NotebookApp | INFO] Kernel shutdown: ee25bc48-8914-4a88-8501-dc7092ce8456
[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[NotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/work
[NotebookApp | INFO] The Jupyter Notebook is running at:
[NotebookApp | INFO] http://08ebacf8ea18:8888/
[NotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[NotebookApp | INFO] 302 GET / (10.0.0.103) 0.60ms
[NotebookApp | ERROR] Could not open static file ''
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 6.53ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Scales.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.30ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Scales.ipynb
[NotebookApp | INFO] Writing notebook-signing key to /home/jovyan/.local/share/jupyter/notebook_secret
[NotebookApp | WARNING] Notebook Week 3/Scales.ipynb is not trusted
[NotebookApp | INFO] Kernel started: 979b5277-5119-4c3d-bc8d-a628b8155101
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | WARNING] Notebook Week 3/Scales.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 979b5277-5119-4c3d-bc8d-a628b8155101) to 5.3 (client).
[NotebookApp | INFO] Starting buffering for 979b5277-5119-4c3d-bc8d-a628b8155101:8e9dae59c3d0477b8000aa56bbd6e26c
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.29ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Creating new notebook in /Week 3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.15ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Untitled.ipynb?kernel_name=python3
[NotebookApp | INFO] Kernel started: 7641cfea-3a73-490b-93a3-c420ac5bdb3b
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 7641cfea-3a73-490b-93a3-c420ac5bdb3b) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 3/Untitled.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.25ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.29ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Copying resources/week-3/datasets/cwurData.csv to /resources/week-3/datasets
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.07ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.89ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.21ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Group%20by.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.29ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Group%20by.ipynb
[NotebookApp | WARNING] Notebook Week 3/Group by.ipynb is not trusted
[NotebookApp | INFO] Kernel started: 1378573f-3724-49bf-8f6d-5d7a2ca34c19
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | WARNING] Notebook Week 3/Group by.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 1378573f-3724-49bf-8f6d-5d7a2ca34c19) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.35ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.33ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.06ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Scales.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.28ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Scales.ipynb
[NotebookApp | WARNING] Notebook Week 3/Scales.ipynb is not trusted
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | WARNING] Notebook Week 3/Scales.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 979b5277-5119-4c3d-bc8d-a628b8155101) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Starting buffering for 979b5277-5119-4c3d-bc8d-a628b8155101:1d4e2791189b44ef887a532c556e81fb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | INFO] Starting buffering for 7641cfea-3a73-490b-93a3-c420ac5bdb3b:056ae4b818864e21bb27b56120e16e07
[NotebookApp | INFO] Starting buffering for 1378573f-3724-49bf-8f6d-5d7a2ca34c19:e9634d027b5048288e5e20c61c8bcaed
[NotebookApp | CRITICAL] received signal 15, stopping
[NotebookApp | INFO] Shutting down 3 kernels
[NotebookApp | INFO] Kernel shutdown: 979b5277-5119-4c3d-bc8d-a628b8155101
[NotebookApp | INFO] Kernel shutdown: 7641cfea-3a73-490b-93a3-c420ac5bdb3b
[NotebookApp | INFO] Kernel shutdown: 1378573f-3724-49bf-8f6d-5d7a2ca34c19
[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[NotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/work
[NotebookApp | INFO] The Jupyter Notebook is running at:
[NotebookApp | INFO] http://ff9deca17ef6:8888/
[NotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[NotebookApp | INFO] 302 GET / (10.0.0.40) 0.60ms
[NotebookApp | ERROR] Could not open static file ''
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 5.65ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Pivot%20Table.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.31ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Pivot%20Table.ipynb
[NotebookApp | INFO] Writing notebook-signing key to /home/jovyan/.local/share/jupyter/notebook_secret
[NotebookApp | WARNING] Notebook Week 3/Pivot Table.ipynb is not trusted
[NotebookApp | INFO] Kernel started: 3a3c363b-d283-4239-adca-87ffa569ed78
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 3a3c363b-d283-4239-adca-87ffa569ed78) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | WARNING] Notebook Week 3/Pivot Table.ipynb is not trusted
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.54ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Group%20by.ipynb
[NotebookApp | WARNING] Notebook Week 3/Group by.ipynb is not trusted
[NotebookApp | INFO] Kernel started: 74c19836-75bd-492e-97c6-07807cf6368b
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | WARNING] Notebook Week 3/Group by.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 74c19836-75bd-492e-97c6-07807cf6368b) to 5.3 (client).
[NotebookApp | INFO] Starting buffering for 74c19836-75bd-492e-97c6-07807cf6368b:730df90848d046a094409eb11458e40b
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.37ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.32ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.17ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/More%20Data%20Processing%20with%20Pandas.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.76ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/More%20Data%20Processing%20with%20Pandas.ipynb
[NotebookApp | WARNING] Notebook Week 3/More Data Processing with Pandas.ipynb is not trusted
[NotebookApp | INFO] Kernel started: 5430c012-6d64-4f00-9646-8aff0f43e16e
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | WARNING] Notebook Week 3/More Data Processing with Pandas.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 5430c012-6d64-4f00-9646-8aff0f43e16e) to 5.3 (client).
[NotebookApp | INFO] Starting buffering for 5430c012-6d64-4f00-9646-8aff0f43e16e:4fb73cbeae64470e8ae6cdf897b179f5
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.31ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.27ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.35ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Scales.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.28ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Scales.ipynb
[NotebookApp | WARNING] Notebook Week 3/Scales.ipynb is not trusted
[NotebookApp | INFO] Kernel started: 32d90838-9e5b-4e35-9e85-88d850f8aa5b
[NotebookApp | INFO] Saving file at /Week 3/Scales.ipynb
[NotebookApp | WARNING] Notebook Week 3/Scales.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 32d90838-9e5b-4e35-9e85-88d850f8aa5b) to 5.3 (client).
[NotebookApp | INFO] Starting buffering for 32d90838-9e5b-4e35-9e85-88d850f8aa5b:975a8362214546a9854858f460c639ed
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.21ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.26ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Pivot%20Table.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.28ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Pivot%20Table.ipynb
[NotebookApp | WARNING] Notebook Week 3/Pivot Table.ipynb is not trusted
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | WARNING] Notebook Week 3/Pivot Table.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 3a3c363b-d283-4239-adca-87ffa569ed78) to 5.3 (client).
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.22ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Creating new notebook in /Week 3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.35ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Untitled.ipynb?kernel_name=python3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.17ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Untitled.ipynb?kernel_name=python3
[NotebookApp | INFO] Kernel started: d897a7f5-360c-4f50-9c5e-2126442ce5db
[NotebookApp | INFO] Saving file at /Week 3/Untitled.ipynb
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel d897a7f5-360c-4f50-9c5e-2126442ce5db) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 3/Quiz.ipynb
[NotebookApp | INFO] Starting buffering for 3a3c363b-d283-4239-adca-87ffa569ed78:48896a4dbe3a41629f9f36d1a6bf2c1d
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.12ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.31ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/More%20Data%20Processing%20with%20Pandas.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.23ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/More%20Data%20Processing%20with%20Pandas.ipynb
[NotebookApp | WARNING] Notebook Week 3/More Data Processing with Pandas.ipynb is not trusted
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | WARNING] Notebook Week 3/More Data Processing with Pandas.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 5430c012-6d64-4f00-9646-8aff0f43e16e) to 5.3 (client).
[NotebookApp | INFO] Starting buffering for 5430c012-6d64-4f00-9646-8aff0f43e16e:6d4db7de62714a2489f79fb3253348f3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.27ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.36ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.35ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Group%20by.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.31ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Group%20by.ipynb
[NotebookApp | WARNING] Notebook Week 3/Group by.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 74c19836-75bd-492e-97c6-07807cf6368b) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | WARNING] Notebook Week 3/Group by.ipynb is not trusted
[NotebookApp | INFO] Saving file at /Week 3/Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Quiz.ipynb
[NotebookApp | INFO] Starting buffering for 74c19836-75bd-492e-97c6-07807cf6368b:4b2fb49d04dd481a837300bb7aa501d2
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.29ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.51ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.06ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/DataFrame%20Data%20Structure.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.16ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/DataFrame%20Data%20Structure.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb is not trusted
[NotebookApp | INFO] Kernel started: 8d6413fc-d5b6-4ade-9b54-2e869ef5691c
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 8d6413fc-d5b6-4ade-9b54-2e869ef5691c) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 3/Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Quiz.ipynb
[NotebookApp | INFO] Starting buffering for d897a7f5-360c-4f50-9c5e-2126442ce5db:36ad1000f1bb4876abbe7b9241100f60
[NotebookApp | CRITICAL] received signal 15, stopping
[NotebookApp | INFO] Shutting down 6 kernels
[NotebookApp | INFO] Kernel shutdown: 3a3c363b-d283-4239-adca-87ffa569ed78
[NotebookApp | INFO] Kernel shutdown: 74c19836-75bd-492e-97c6-07807cf6368b
[NotebookApp | INFO] Kernel shutdown: 5430c012-6d64-4f00-9646-8aff0f43e16e
[NotebookApp | INFO] Kernel shutdown: 32d90838-9e5b-4e35-9e85-88d850f8aa5b
[NotebookApp | INFO] Kernel shutdown: d897a7f5-360c-4f50-9c5e-2126442ce5db
[NotebookApp | INFO] Kernel shutdown: 8d6413fc-d5b6-4ade-9b54-2e869ef5691c
[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[NotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/work
[NotebookApp | INFO] The Jupyter Notebook is running at:
[NotebookApp | INFO] http://bd57a82ed650:8888/
[NotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[NotebookApp | INFO] 302 GET / (10.0.0.53) 0.82ms
[NotebookApp | ERROR] Could not open static file ''
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 9.96ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/DataFrame%20Data%20Structure.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.15ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/DataFrame%20Data%20Structure.ipynb
[NotebookApp | INFO] Writing notebook-signing key to /home/jovyan/.local/share/jupyter/notebook_secret
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb is not trusted
[NotebookApp | INFO] Kernel started: ab0058f6-cfc4-4f8a-85a4-5e6527e33cb9
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel ab0058f6-cfc4-4f8a-85a4-5e6527e33cb9) to 5.3 (client).
[NotebookApp | INFO] Starting buffering for ab0058f6-cfc4-4f8a-85a4-5e6527e33cb9:9be71fb7f6cd44c09b8c08281a05e8b7
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.36ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.22ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Creating new directory in 
[NotebookApp | INFO] Creating new notebook in /Week 4
